%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210327, 2015/04/12 22:43:7.28)
1 7 2.309555e-01 1.014576e+00  2.357360419534146800e+03  5.174979311266914000e+03  3.772615409700572500e+04  5.433114808252640100e+04
2 13 2.012479e-01 1.095383e+00  1.431928225096780800e+03  1.431928225096780800e+03  1.642759797433507600e+04  5.975179702643677600e+04
