%  columns="iteration, evaluation, void, void, void, xmean" (startseed=213414, 2015/04/13 20:31:51.14)
0 1 0 0 0 1.264837e+00 1.380097e+00 
1 7 0 0 0 1.112969e+00 1.126991e+00 
