0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.375146	0.647550	0.529533	0.042692	0.042720	3.398223	0.170001	0.353477	0.046665	0.101699	0.092804	0.118698	0.092547	0.139847	0.253163	0.075451	0.174870	0.729449	0.706543	1.563958	0.379922	1.046800	0.024798	0.000000	0.198721	0.349247	0.135825	0.000000	1.053729	3.367692	2.629306	0.022612	0.263286	0.039550	0.116999	1.599242	0.114224	1.593802	0.210298	0.080424	1.132495	0.124299	0.084489	0.107123	0.141468	0.316397	0.242948	1.241870	0.098281	1.424667	0.056500	0.072756	0.116384	0.067799	0.046015	0.907701	0.039550	0.130770	1.973799	2.150151	1.005456	2.228679	1.757490	1.453201	2.277396	2.184064	0.000000	0.000000	0.127683	0.123778	0.119872	0.000000	0.000000	0.010567	0.010364	0.122124	0.118602	0.115080	0.111558	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041292	0.039961	0.133883	0.144100	0.000000	0.000000	0.118396	0.116167	0.196545	0.168348	1.442943	1.345734	1.771125	1.686141	0.218894	0.210156	0.201418	0.299687	0.298291	0.287949	0.011802	0.005007	0.001604	0.265145	0.217143	0.261085	0.252429	1.260056	1.166051	1.449232	1.396863	1.327805	1.774812	1.701307	1.607539	1.519584	1.052998	0.954546	0.480029	0.433367	0.387140	2.559182	2.457415	2.490781	2.331084	0.866694	0.811429	0.756652	0.161288	0.155719	0.148270	0.143172	0.000000	0.000000	0.000000	0.000000	0.000000	0.674510	0.651896	0.629283	0.615382	0.592089	0.250424	0.244192	0.234223	0.224254	0.000000	0.000000	0.000000	3.593055	3.205170	3.093665	2.982160	2.828824	2.720673	2.612521	2.222499	2.122314	2.022128	1.265118	1.217733	0.932374	0.902136	0.875891	0.813003	0.214437	0.175655	0.144341	0.021756	0.021341	0.000000	0.000000	0.000000	0.060380	0.059359	0.057437	0.161936	0.157446	0.152956
2.233577	1.688207	0.501494	0.060656	0.042151	0.718170	0.189256	0.244400	0.041125	0.102272	0.650114	1.567261	0.087066	0.146548	0.603522	0.662055	0.205180	0.294374	0.296744	0.077183	0.382766	0.532376	0.024985	0.000000	0.241874	0.674604	0.704850	0.075042	0.105941	0.813726	1.032779	0.034505	0.274390	0.051073	0.120213	1.743483	0.128330	0.667881	0.230377	0.082140	1.205117	0.113700	0.091714	0.109285	0.143363	0.295581	0.244318	0.018924	0.099714	1.396417	0.056818	0.089957	0.118400	0.073832	0.047246	0.016304	0.039773	0.345783	4.157896	4.287213	2.304734	3.775806	4.030330	2.904230	2.984640	2.987443	1.472868	1.352976	1.243652	1.158395	1.078711	0.838199	0.769748	0.467167	0.443388	0.733223	0.687837	0.645053	0.604452	0.357225	0.314643	0.274049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039227	0.038650	0.142935	0.157096	0.000000	0.000000	0.110565	0.110745	2.426862	2.373080	3.087252	3.090120	2.901226	2.903710	0.332075	0.331626	0.331178	0.303030	0.312667	0.313258	2.085107	1.997818	1.907749	3.141448	3.060692	1.980809	2.043266	4.659589	4.518264	4.172156	4.196405	4.154528	4.339685	4.385674	4.363156	4.334656	2.957908	2.960525	3.238214	3.176433	3.114217	4.302844	4.304309	5.291725	5.283938	3.857830	3.792835	3.727310	2.354665	2.220499	2.059767	1.935773	0.103445	0.081017	0.003592	0.001159	0.000237	0.757923	0.757365	0.756806	0.767527	0.766952	0.398714	0.403833	0.403001	0.402169	0.000000	0.000000	0.000000	3.570470	3.299068	3.302309	3.305551	3.258611	3.261755	3.264899	3.146260	3.149181	3.152101	2.208577	2.209915	2.858692	2.836961	3.951858	3.880707	3.091356	2.984337	2.870154	0.022340	0.022340	0.004321	0.004043	0.003766	0.079848	0.080490	0.079941	0.179462	0.179258	0.179054
2.650427	1.582565	0.404454	0.050106	0.045159	0.565654	0.939713	0.305043	0.041088	0.096623	0.192521	0.476597	0.080850	0.146585	2.053691	0.182651	0.205941	0.128421	0.153174	0.063811	0.201952	0.261100	0.024985	0.651964	0.216432	0.710172	0.985908	2.269389	0.093866	0.551693	0.499730	0.023493	0.289878	0.039836	0.108513	1.725381	0.109675	0.568136	0.191379	0.082140	1.048451	0.107986	0.085270	0.109285	0.135504	0.278504	0.221718	0.005789	0.075143	1.355493	0.051168	0.090186	0.118400	0.062564	0.047246	0.005521	0.034123	2.747330	3.927045	4.005761	2.193882	3.542389	3.718254	2.777356	2.879173	2.882536	4.357979	4.335459	3.970762	3.941924	3.907240	3.722224	3.674714	2.262837	2.242217	3.379510	3.328117	3.273989	3.217562	3.295595	3.209809	3.121913	0.686519	0.655751	0.732261	0.654428	0.000000	0.000000	0.000000	0.000000	0.044279	0.042372	0.143080	0.157387	0.000000	0.000000	1.073397	1.040295	3.447050	3.453285	2.953850	2.958480	2.797032	2.800262	0.510157	0.477910	0.449335	1.752938	1.709446	1.614307	3.659900	3.664062	3.667162	4.264807	4.275459	2.540577	2.660102	4.823691	4.766196	4.073281	4.142122	4.151030	4.100327	4.169500	4.179216	4.188898	2.795081	2.801315	3.942617	3.952008	3.961257	4.032883	4.040224	4.960422	4.973883	4.162847	4.173261	4.183623	4.623969	4.623464	4.550488	4.542369	2.529166	2.442064	1.814598	1.727756	1.639486	1.223296	1.161932	1.104133	1.065277	1.014560	0.489271	0.476594	0.459771	0.445939	0.000000	0.000000	0.000000	3.442751	3.181822	3.185711	3.189601	3.145046	3.148819	3.152592	3.030733	3.034530	3.038328	2.114716	2.116858	2.875935	2.880070	4.499114	4.510359	4.638186	4.647668	4.656089	0.374984	0.349905	0.031907	0.022202	0.015527	0.063230	0.064723	0.065272	0.157920	0.158532	0.159144
2.431367	1.516464	0.383294	0.777647	1.122910	0.583489	0.231619	0.328830	0.035255	0.090941	0.176434	0.372265	0.080804	0.134931	0.914396	0.112693	0.180960	0.124329	0.154047	0.064517	0.195385	0.252996	0.018786	0.303100	0.758853	1.753082	0.464090	0.704857	0.095518	0.562983	0.487219	0.023199	0.306018	0.039773	0.108192	1.703278	0.823226	0.578800	0.176936	0.072087	1.035038	0.107954	0.078715	0.109285	0.143258	0.261459	0.221590	0.005855	0.074785	1.314682	0.051136	0.090186	0.118400	0.062500	0.058749	0.005618	0.028441	3.396683	3.722637	3.818256	2.115467	3.395642	3.550264	2.689866	2.803568	2.805530	4.038996	4.054575	3.755029	3.767520	3.779991	3.649166	3.661848	2.278943	2.283763	3.483878	3.494655	3.505379	3.516042	3.754798	3.769625	3.784272	1.705429	1.707343	2.546025	2.547138	0.421509	0.382075	0.343491	0.305945	1.093673	1.054869	0.325390	0.337651	0.572226	0.542543	1.851573	1.855260	3.124166	3.129851	2.858046	2.860072	2.718133	2.719873	2.390563	2.365085	2.335668	3.204339	3.308863	3.316448	3.317107	3.325456	3.334083	3.869173	3.877452	2.317198	2.425296	4.487626	4.428982	3.824066	3.884412	3.888600	3.863272	3.923346	3.927510	3.931758	2.673506	2.676136	3.606455	3.612257	3.618185	3.872586	3.875119	4.720114	4.724924	3.847579	3.853119	3.858725	4.238222	4.251508	4.201216	4.214575	3.366785	3.379337	2.831251	2.842324	2.852910	3.138860	3.130473	3.118021	3.147039	3.124439	2.271515	2.271199	2.233622	2.192868	1.121711	1.076133	1.030513	3.366781	3.110074	3.112343	3.114612	3.069622	3.071823	3.074024	2.950317	2.952362	2.954406	2.054236	2.055173	2.691339	2.693385	4.148379	4.154831	4.217134	4.227860	4.239112	1.488772	1.488068	2.004818	1.940946	1.873848	1.167335	1.124899	1.065094	0.683631	0.646516	0.609751
2.325275	1.484391	0.382913	0.265344	0.299316	0.587600	0.204926	0.219164	0.041051	0.085259	0.182326	0.383576	0.074634	0.134858	0.824957	0.114884	0.167708	0.125980	0.155812	0.065612	0.198972	0.256183	0.024938	0.264455	0.281061	0.665049	0.453419	0.611965	0.096300	0.566817	0.492785	0.023199	0.291184	0.039773	0.096492	1.681175	1.827057	0.584170	0.176502	0.081926	1.009300	0.096654	0.078660	0.109285	0.135504	0.244413	0.215940	0.005935	0.066595	1.289969	0.051136	0.082102	0.118400	0.062500	0.059057	0.005664	0.028409	3.028043	3.615608	3.727141	2.082476	3.328407	3.480523	2.651081	2.787582	2.787582	3.728156	3.734793	3.453322	3.459097	3.464986	3.323793	3.330074	2.071500	2.073961	3.161767	3.167508	3.173348	3.179287	3.347435	3.356217	3.365211	1.453498	1.457938	2.114155	2.128952	1.434714	1.439320	1.442662	1.444552	1.319089	1.304182	1.127929	1.240411	1.188703	1.195092	1.587031	1.591016	2.971616	2.974166	2.814993	2.815283	2.693834	2.693834	2.208598	2.220179	2.231769	2.768185	2.863251	2.876091	3.125550	3.128903	3.132314	3.675786	3.680077	2.209902	2.311886	4.327570	4.268961	3.699094	3.756074	3.758758	3.740376	3.796900	3.799326	3.801869	2.621519	2.621854	3.443340	3.446867	3.450384	3.792888	3.793928	4.604873	4.606991	3.698400	3.701970	3.705563	3.976115	3.981658	3.927701	3.933264	2.947412	2.956731	2.418642	2.428020	2.437729	2.778747	2.792758	2.806917	2.863514	2.878300	2.205757	2.249616	2.260532	2.271415	1.551378	1.561464	1.571366	3.365115	3.106268	3.106268	3.106268	3.059203	3.059203	3.059203	2.929950	2.929950	2.929950	2.028075	2.028209	2.602804	2.604088	3.978605	3.982733	4.004744	4.009372	4.014084	1.257579	1.262541	2.177861	2.192249	2.206509	1.848065	1.887935	1.899767	1.513969	1.520616	1.526578
2.259800	1.454514	0.373285	0.238213	0.291481	0.587295	0.215056	0.226581	0.035255	0.079577	0.183137	0.387498	0.074588	0.123204	0.845965	0.116558	0.167327	0.127124	0.157402	0.064034	0.200818	0.258499	0.024985	0.279453	0.209392	0.633879	0.462440	0.631432	0.094820	0.569639	0.497296	0.023199	0.290531	0.034123	0.096170	1.659071	1.348041	0.577788	0.176502	0.072087	0.955587	0.090941	0.072160	0.099546	0.143258	0.233018	0.221559	0.005804	0.066476	1.273531	0.045486	0.090071	0.118400	0.062500	0.059057	0.005577	0.034059	2.857857	3.558877	3.674401	2.049527	3.272251	3.412628	2.600104	2.718723	2.721525	3.573939	3.577856	3.310422	3.313778	3.317233	3.171749	3.175468	1.974963	1.976421	3.015635	3.018890	3.022188	3.025524	3.160482	3.165304	3.170159	1.300878	1.302611	1.828621	1.834391	1.043506	1.053802	1.064327	1.075067	1.082305	1.069099	0.866831	0.960116	0.852884	0.858994	1.450342	1.452039	2.874625	2.876173	2.763586	2.766769	2.634678	2.637411	1.899080	1.904489	1.910021	2.531108	2.611682	2.616770	3.011443	3.013424	3.015452	3.565050	3.567255	2.148482	2.246926	4.234017	4.175337	3.631759	3.687503	3.689688	3.677098	3.733349	3.736154	3.738789	2.575533	2.579134	3.342473	3.344480	3.346485	3.741898	3.744351	4.542083	4.546309	3.610891	3.612990	3.615034	3.840395	3.843331	3.788944	3.792056	2.750873	2.755401	2.218161	2.222424	2.226689	2.472976	2.478912	2.485008	2.528546	2.535167	1.902336	1.935877	1.941141	1.946525	1.189679	1.196267	1.203017	3.260666	3.013094	3.016336	3.019577	2.976970	2.980114	2.983258	2.856421	2.859634	2.862847	1.987911	1.989384	2.550797	2.551798	3.874339	3.876710	3.872657	3.875416	3.878205	1.084443	1.086434	1.794412	1.802019	1.809830	1.420329	1.451190	1.461146	1.136214	1.144695	1.153392
2.146931	1.331268	0.353839	0.254323	0.303044	0.567567	0.217426	0.229808	0.035218	0.079545	0.181880	0.388456	0.068419	0.123131	0.850969	0.117331	0.129855	0.123843	0.151879	0.061017	0.196467	0.251923	0.018786	0.283199	0.225104	0.649905	0.464799	0.635008	0.091592	0.549380	0.481350	0.034505	0.290531	0.034091	0.096170	1.616199	1.086537	0.557246	0.137071	0.071873	0.822424	0.090909	0.065606	0.099350	0.143363	0.204704	0.210290	0.005582	0.058286	1.216962	0.039804	0.098270	0.127353	0.056850	0.070561	0.005389	0.034091	2.744856	3.325253	3.427466	1.903524	3.056364	3.145690	2.417660	2.503086	2.510933	3.472279	3.477519	3.212830	3.216795	3.220542	3.073931	3.077363	1.919445	1.920572	2.909619	2.912506	2.915306	2.918034	3.031515	3.035205	3.038844	1.223683	1.224830	1.688294	1.692050	0.803854	0.808428	0.813055	0.817734	0.973305	0.960472	0.686198	0.757552	0.684663	0.687453	1.370753	1.371954	2.760596	2.765912	2.574748	2.583428	2.446780	2.453987	1.743475	1.747228	1.751010	2.405691	2.480813	2.484180	2.914911	2.919960	2.924759	3.409674	3.418498	2.053218	2.149819	3.989250	3.941937	3.410434	3.469011	3.477169	3.420338	3.480144	3.490099	3.499751	2.364035	2.374848	3.177025	3.184675	3.192258	3.505014	3.513104	4.247387	4.261758	3.402975	3.411591	3.420123	3.734005	3.740231	3.690055	3.695335	2.622267	2.625581	2.090971	2.094118	2.097292	2.307942	2.312340	2.316800	2.356039	2.360759	1.757600	1.787169	1.790519	1.793879	1.021120	1.024575	1.028048	2.965828	2.746770	2.755846	2.764922	2.731832	2.740635	2.749438	2.637334	2.645805	2.654275	1.849583	1.853599	2.404736	2.408399	3.678732	3.687790	3.741156	3.749597	3.757647	0.996050	0.997434	1.614684	1.619204	1.623737	1.218185	1.240999	1.245680	0.925146	0.929056	0.933016
1.898157	1.217047	0.334203	0.250782	0.300104	0.576284	0.212460	0.229415	0.029385	0.073895	0.174430	0.370001	0.062203	0.123131	0.822703	0.111339	0.116223	0.119729	0.147637	0.065039	0.190111	0.243938	0.018739	0.276779	0.220064	0.647637	0.445562	0.612916	0.096011	0.553120	0.469496	0.023493	0.290531	0.028441	0.072771	1.551223	0.898327	0.579986	0.122627	0.071873	0.785508	0.090909	0.059051	0.089611	0.143363	0.193245	0.210227	0.005892	0.058166	1.143728	0.039773	0.090301	0.118555	0.051168	0.070868	0.005648	0.034091	2.549544	3.029612	3.129969	1.776191	2.816379	2.876760	2.278662	2.418479	2.419320	3.124678	3.141091	2.911968	2.924892	2.937533	2.796889	2.809180	1.752013	1.756659	2.666991	2.676814	2.686438	2.695880	2.777032	2.789868	2.802479	1.130628	1.133689	1.532442	1.541204	0.631403	0.636181	0.640968	0.645773	0.881214	0.869930	0.567694	0.627246	0.559538	0.562457	1.265427	1.268981	2.448280	2.456407	2.418859	2.419729	2.332985	2.333730	1.609362	1.614204	1.618864	2.232815	2.309477	2.319125	2.594459	2.604746	2.615065	3.007924	3.020677	1.820074	1.907278	3.552959	3.512939	3.060692	3.112370	3.119408	3.080272	3.130227	3.135931	3.142055	2.162651	2.163988	2.801969	2.812019	2.822141	3.245573	3.248379	3.870926	3.876830	3.009657	3.019764	3.030004	3.365805	3.381092	3.345408	3.360090	2.410754	2.421859	1.901063	1.911111	1.920934	2.146335	2.153872	2.161070	2.200402	2.207158	1.625706	1.654214	1.658335	1.662345	0.883904	0.887683	0.891428	2.927830	2.703591	2.704564	2.705536	2.665486	2.666430	2.667373	2.536164	2.537041	2.537917	1.757615	1.758017	2.157531	2.161045	3.267602	3.279086	3.335669	3.350334	3.365125	0.910302	0.913062	1.463314	1.468393	1.473367	1.055663	1.076519	1.081581	0.761593	0.765858	0.770111
1.752492	1.171212	0.324194	0.224504	0.271327	0.579662	0.199299	0.209931	0.023515	0.073863	0.179664	0.371278	0.062157	0.099823	0.792956	0.109368	0.128333	0.125315	0.154571	0.063609	0.198169	0.254885	0.018739	0.254858	0.205340	0.594736	0.431810	0.584556	0.094306	0.561766	0.487920	0.034505	0.306018	0.022759	0.072128	1.464144	0.638620	0.573022	0.109050	0.071873	0.731795	0.085259	0.045996	0.079676	0.127644	0.181881	0.204577	0.005789	0.049976	1.110513	0.039773	0.090186	0.118400	0.051136	0.059365	0.005546	0.034091	2.164660	2.914753	3.015661	1.722465	2.722820	2.774257	2.209665	2.335887	2.338970	2.660172	2.670160	2.485769	2.494570	2.503796	2.355347	2.365680	1.482396	1.486441	2.276007	2.285111	2.294472	2.304066	2.311803	2.326056	2.340572	0.893887	0.898873	1.122645	1.138312	0.430825	0.439359	0.447641	0.455663	0.708518	0.702391	0.415748	0.462245	0.368386	0.375296	1.013157	1.018225	2.212299	2.215119	2.347969	2.351441	2.265786	2.268519	1.283892	1.295377	1.306760	1.821133	1.890402	1.905345	2.291420	2.295472	2.299658	2.724762	2.729236	1.665590	1.742908	3.345630	3.302227	2.920729	2.967423	2.971046	2.949829	2.996918	3.001130	3.005207	2.085147	2.089406	2.574673	2.578397	2.582101	3.140228	3.143694	3.730463	3.736610	2.809964	2.814145	2.818287	2.955296	2.962655	2.925897	2.933707	1.979559	1.993226	1.488321	1.501432	1.514638	1.743777	1.758704	1.773524	1.815139	1.830151	1.335413	1.365713	1.375985	1.386159	0.636467	0.646140	0.655697	2.812222	2.599469	2.603035	2.606600	2.570564	2.574023	2.577481	2.456476	2.459689	2.462902	1.704712	1.706318	2.045380	2.047146	3.040875	3.045273	2.996685	3.002115	3.007684	0.679838	0.685045	1.153145	1.166416	1.179522	0.787987	0.812188	0.824425	0.560075	0.568325	0.576389
1.633958	1.105684	0.304748	0.166324	0.236573	0.577445	0.204369	0.201344	0.023479	0.073863	0.179461	0.380364	0.055987	0.093851	0.823907	0.114215	0.116223	0.123582	0.152132	0.064463	0.195063	0.251586	0.018739	0.259118	0.141123	0.547998	0.453610	0.610682	0.095166	0.557511	0.482385	0.034799	0.275697	0.022727	0.072128	1.354962	0.194759	0.578600	0.108617	0.071873	0.650109	0.079577	0.045885	0.069741	0.127434	0.170518	0.187595	0.005830	0.049857	1.085913	0.034123	0.090186	0.118400	0.051136	0.070561	0.005598	0.028441	1.896623	2.750171	2.847051	1.657398	2.599112	2.616626	2.127681	2.269448	2.271130	2.460357	2.467519	2.293185	2.298955	2.304620	2.149544	2.155139	1.350590	1.352685	2.067510	2.072151	2.076741	2.081284	2.038671	2.044956	2.051180	0.668277	0.670838	0.709387	0.718163	0.074267	0.080900	0.087918	0.095324	0.431995	0.430242	0.161079	0.181912	0.062634	0.067190	0.803260	0.805617	2.060035	2.064378	2.259187	2.261214	2.189094	2.190834	0.859574	0.869162	0.878982	1.461217	1.512010	1.519395	2.138277	2.143200	2.148067	2.528044	2.534967	1.550783	1.623739	3.126899	3.088414	2.735450	2.780366	2.785127	2.763639	2.808199	2.812785	2.817453	1.985327	1.987629	2.396548	2.401950	2.407359	2.987681	2.990715	3.521645	3.527381	2.614951	2.620777	2.626609	2.770632	2.777609	2.742803	2.749327	1.669746	1.675980	1.172703	1.178599	1.184547	1.288481	1.298775	1.309407	1.340258	1.351920	0.928461	0.951816	0.961500	0.971361	0.225006	0.235852	0.246780	2.746934	2.537583	2.539528	2.541473	2.504852	2.506738	2.508625	2.376745	2.378790	2.380834	1.646934	1.647871	1.920078	1.922290	2.843809	2.850089	2.807120	2.814458	2.821742	0.434800	0.437869	0.673885	0.687596	0.701516	0.328264	0.347705	0.362335	0.207195	0.213777	0.220627
1.505340	1.064928	0.294739	0.039973	0.257442	0.573146	0.201803	0.216656	0.023479	0.062564	0.177915	0.371648	0.055941	0.093814	0.807382	0.110978	0.103351	0.123495	0.153178	0.064055	0.195617	0.251452	0.012539	0.255811	0.147812	0.598250	0.441673	0.594492	0.095049	0.555877	0.484921	0.034799	0.258903	0.022727	0.060428	1.389832	0.089109	0.578492	0.108617	0.061820	0.617664	0.073895	0.045885	0.069545	0.111715	0.164804	0.181850	0.005820	0.049857	0.997035	0.034091	0.090186	0.109447	0.051136	0.059365	0.005591	0.028409	1.680304	2.600930	2.685050	1.610232	2.464700	2.520887	2.064507	2.200661	2.202903	2.181621	2.190532	2.046652	2.054000	2.061463	1.905728	1.913588	1.202217	1.205262	1.844724	1.851614	1.858525	1.865443	1.785589	1.795347	1.805068	0.529868	0.532878	0.465687	0.474778	0.000080	0.000053	0.000059	0.000056	0.256353	0.254648	0.091571	0.100728	0.000056	0.000043	0.662891	0.666096	1.879564	1.883665	2.192182	2.194497	2.125861	2.127849	0.639037	0.644580	0.650064	1.223269	1.269171	1.278410	1.932137	1.937136	1.942087	2.309653	2.315934	1.426428	1.493499	2.926807	2.890161	2.572745	2.614840	2.619074	2.595129	2.637446	2.642122	2.646765	1.914856	1.917480	2.201080	2.206138	2.211218	2.838903	2.842568	3.322634	3.329324	2.431651	2.436541	2.441445	2.502267	2.510062	2.480153	2.487735	1.429331	1.438483	0.945451	0.953944	0.962363	1.061119	1.068542	1.075846	1.099313	1.106618	0.707146	0.722686	0.727624	0.732520	0.005229	0.006376	0.007628	2.661947	2.459781	2.462374	2.464967	2.430135	2.432650	2.435165	2.307335	2.309672	2.312008	1.600840	1.601911	1.807622	1.809541	2.634077	2.639896	2.558236	2.565706	2.573112	0.288705	0.291777	0.389774	0.396195	0.402576	0.046114	0.048823	0.051053	0.109959	0.110163	0.110367
